Var1,Location,Confidence,Condition
P04080,Cytoskeleton,High,AD
P04083,Cytoskeleton,High,AD
P04114,Cytoskeleton,High,AD
P04156,Cytoskeleton,Medium,AD
P04179,Cytoskeleton,High,AD
P04181,Postsynapse,Medium,AD
P04216,Cytoskeleton,High,AD
P04217,Cytoplasm,Medium,AD
P04264,Cytoskeleton,High,AD
P04271,Cytoskeleton,High,AD
P04406,Cytoskeleton,High,AD
P04632,Cytoskeleton,High,AD
P04792,Cytoskeleton,High,AD
P04899,Cytoskeleton,High,AD
P05060,Mitochondria,Medium,AD
P05067,Cytoskeleton,High,AD
P05090,Cytoskeleton,High,AD
P05091,Cytoskeleton,High,AD
P05107,Plasma membrane,Medium,AD
P05109,Cytoplasm,High,AD
P05129,Cytoskeleton,Medium,AD
P05141,Cytoskeleton,High,AD
P05155,Cytoplasm,Medium,AD
P05165,Cytoskeleton,Medium,AD
P05230,Cytoplasm,High,AD
P05386,Cytoskeleton,High,AD
P05387,Cytoskeleton,High,AD
P05388,Cytoskeleton,High,AD
P05413,Cytoskeleton,High,AD
P05452,Mitochondria,Medium,AD
P05455,Nucleus,High,AD
P05771,Cytoskeleton,High,AD
P05937,Cytoplasm,High,AD
P06396,Cytoskeleton,High,AD
P06576,Cytoskeleton,High,AD
P06702,Cytoskeleton,High,AD
P06703,Cytoskeleton,High,AD
P06733,Cytoskeleton,High,AD
P06744,Cytoskeleton,High,AD
P06748,Cytoskeleton,High,AD
P06756,Plasma membrane,Medium,AD
P07099,Cytoskeleton,High,AD
P07108,Cytoskeleton,High,AD
P07195,Cytoskeleton,High,AD
P07196,Cytoskeleton,High,AD
P07197,Cytoskeleton,High,AD
P07203,Cytoskeleton,High,AD
P07237,Cytoskeleton,High,AD
P07305,Plasma membrane,High,AD
P07311,Cytoplasm,High,AD
P07339,Cytoskeleton,High,AD
P07355,Cytoskeleton,High,AD
P07384,Cytoskeleton,High,AD
P07437,Cytoskeleton,High,AD
P07602,Cytoskeleton,High,AD
P07686,Cytoplasm,Medium,AD
P07738,Cytoplasm,High,AD
P07814,Cytoskeleton,High,AD
P07858,Cytoplasm,High,AD
P07900,Cytoskeleton,High,AD
P07910,Cytoskeleton,High,AD
P07919,Cytoskeleton,High,AD
P07947,Mitochondria,Medium,AD
P07951,Cytoplasm,High,AD
P07954,Cytoskeleton,High,AD
P08133,Cytoskeleton,High,AD
P08134,Endoplasmic Reticulum,High,AD
P08183,Nucleus,High,AD
P08195,Cytoskeleton,High,AD
P08237,Cytoskeleton,High,AD
P08238,Cytoskeleton,High,AD
P08246,Nucleus,Medium,AD
P08397,Cytoplasm,Medium,AD
P08559,Cytoskeleton,High,AD
P08571,Cytoplasm,Medium,AD
P08572,Nucleus,High,AD
P08574,Cytoskeleton,High,AD
P08670,Cytoskeleton,High,AD
P08708,Cytoskeleton,High,AD
P08758,Cytoskeleton,High,AD
P08865,Cytoskeleton,High,AD
P09104,Cytoskeleton,High,AD
P09110,Cytoskeleton,Medium,AD
P09211,Cytoskeleton,High,AD
P09382,Cytoskeleton,High,AD
P09417,Cytoskeleton,High,AD
P09429,Cytoskeleton,High,AD
P09455,Cytoplasm,Medium,AD
P09471,Cytoskeleton,High,AD
P09488,Cytoplasm,High,AD
P09496,Cytoskeleton,High,AD
P09497,Cytoskeleton,High,AD
P09543,Cytoskeleton,High,AD
P09622,Cytoskeleton,High,AD
P09651,Cytoskeleton,High,AD
P09669,Cytoskeleton,High,AD
P09936,Cytoskeleton,High,AD
P09960,Cytoskeleton,High,AD
P09972,Cytoskeleton,High,AD
P0C0L5,Cytoskeleton,High,AD
P0C7M8,Endoplasmic Reticulum,Medium,AD
P0CG30,Cytoplasm,Medium,AD
P0DMV9,Cytoskeleton,High,AD
P0DOY3,Cytoskeleton,High,AD
P0DP25,Cytoskeleton,High,AD
P0DPI2,Cytoskeleton,High,AD
P10114,Cytoskeleton,High,AD
P10155,Cytoplasm,High,AD
P10253,Cytoplasm,High,AD
P10301,Endoplasmic Reticulum,High,AD
P10412,Cytoskeleton,High,AD
P10451,Cytoplasm,High,AD
P10515,Cytoskeleton,High,AD
P10599,Cytoskeleton,High,AD
P10620,Mitochondria,High,AD
P10636,Cytoskeleton,High,AD
P10644,Cytoskeleton,Medium,AD
P10768,Cytoskeleton,High,AD
P10809,Cytoskeleton,High,AD
P10909,Cytoskeleton,High,AD
P10915,Cytoskeleton,High,AD
P11021,Cytoskeleton,High,AD
P11047,Nucleus,High,AD
P11137,Cytoskeleton,High,AD
P11142,Cytoskeleton,High,AD
P11177,Cytoskeleton,High,AD
P11182,Mitochondria,Medium,AD
P11215,Endoplasmic Reticulum,High,AD
P11216,Cytoskeleton,High,AD
P11217,Cytoskeleton,High,AD
P11233,Cytoskeleton,High,AD
P11274,Nucleus,Medium,AD
P11277,Mitochondria,Medium,AD
P11279,Cytoskeleton,High,AD
P11310,Cytoplasm,Medium,AD
P11413,Cytoskeleton,High,AD
P11498,Cytoskeleton,High,AD
P11532,Endoplasmic Reticulum,High,AD
P11586,Cytoskeleton,Medium,AD
P11766,Cytoskeleton,High,AD
P11940,Cytoskeleton,High,AD
P12036,Cytoskeleton,High,AD
P12074,Cytoskeleton,High,AD
P12109,Endoplasmic Reticulum,High,AD
P12111,Cytoskeleton,High,AD
P12235,Cytoskeleton,High,AD
P12236,Cytoskeleton,High,AD
P12270,Nucleus,Medium,AD
P12277,Cytoskeleton,High,AD
P12429,Cytoplasm,High,AD
P12532,Cytoskeleton,High,AD
P12955,Cytoskeleton,Medium,AD
P12956,Cytoskeleton,High,AD
P13010,Cytoskeleton,High,AD
P13073,Cytoskeleton,High,AD
P13489,Cytoskeleton,High,AD
P13521,Presynapse,Medium,AD
P13611,Cytoskeleton,High,AD
P13637,Cytoskeleton,High,AD
P13639,Cytoskeleton,High,AD
P13667,Endoplasmic Reticulum,High,AD
P13693,Cytoskeleton,High,AD
P13716,Cytoskeleton,High,AD
P13726,Presynapse,Medium,AD
P13796,Cytoplasm,High,AD
P13804,Cytoskeleton,High,AD
P13807,Plasma membrane,High,AD
P13861,Cytoskeleton,High,AD
P13929,Cytoplasm,High,AD
P13987,Plasma membrane,Medium,AD
P14136,Cytoskeleton,High,AD
P14174,Cytoskeleton,High,AD
P14209,Plasma membrane,Medium,AD
P14314,Endoplasmic Reticulum,High,AD
P14324,Cytoplasm,High,AD
P14406,Cytoskeleton,High,AD
P14415,Cytoskeleton,High,AD
P14543,Nucleus,High,AD
P14550,Cytoskeleton,High,AD
P14618,Cytoskeleton,High,AD
P14621,Cytoplasm,High,AD
P14625,Cytoskeleton,High,AD
P14649,Endoplasmic Reticulum,High,AD
P14854,Cytoskeleton,High,AD
P14866,Cytoskeleton,High,AD
P14867,Mitochondria,Medium,AD
P14923,Mitochondria,High,AD
P15104,Cytoskeleton,High,AD
P15121,Cytoskeleton,High,AD
P15170,Endoplasmic Reticulum,Medium,AD
P15259,Cytoplasm,High,AD
P15311,Cytoskeleton,High,AD
P15531,Cytoskeleton,High,AD
P15559,Cytoplasm,High,AD
P15880,Cytoskeleton,High,AD
P15882,Endoplasmic Reticulum,Medium,AD
P15927,Endoplasmic Reticulum,High,AD
P16070,Cytoskeleton,Medium,AD
P16083,Cytoplasm,Medium,AD
P16104,Cytoskeleton,High,AD
P16112,Cytoskeleton,Medium,AD
P16144,Endoplasmic Reticulum,Medium,AD
P16152,Cytoskeleton,High,AD
P16219,Cytoskeleton,High,AD
P16298,Cytoskeleton,Medium,AD
P16389,Cytoskeleton,Medium,AD
P16435,Endoplasmic Reticulum,High,AD
P16615,Cytoskeleton,High,AD
P16870,Cytoskeleton,Medium,AD
P16930,Cytoplasm,High,AD
P16949,Cytoskeleton,High,AD
P17066,Cytoskeleton,High,AD
P17152,Mitochondria,Medium,AD
P17174,Cytoskeleton,High,AD
P17252,Cytoskeleton,High,AD
P17301,Cytoskeleton,Medium,AD
P17302,Cytoskeleton,High,AD
P17655,Cytoskeleton,High,AD
P17677,Cytoskeleton,High,AD
P17812,Endoplasmic Reticulum,Medium,AD
P17858,Cytoskeleton,High,AD
P17980,Cytoskeleton,High,AD
P17987,Cytoskeleton,High,AD
P18077,Plasma membrane,Medium,AD
P18085,Cytoskeleton,High,AD
P18124,Cytoskeleton,High,AD
P18206,Cytoskeleton,High,AD
P18433,Endoplasmic Reticulum,High,AD
P18621,Cytoskeleton,High,AD
P18669,Cytoskeleton,High,AD
P18859,Cytoskeleton,High,AD
P19086,Cytoskeleton,High,AD
P19338,Cytoskeleton,High,AD
P19367,Cytoskeleton,High,AD
P19404,Cytoskeleton,Medium,AD
P19525,Endoplasmic Reticulum,High,AD
P19623,Cytoplasm,High,AD
P19634,Endoplasmic Reticulum,High,AD
P19652,Cytoplasm,High,AD
P19784,Nucleus,Medium,AD
P19971,Cytoplasm,High,AD
P20073,Cytoskeleton,High,AD
P20290,Plasma membrane,Medium,AD
P20336,Cytoskeleton,High,AD
P20338,Cytoplasm,High,AD
P20340,Cytoplasm,Medium,AD
P20618,Cytoskeleton,High,AD
P20645,Endoplasmic Reticulum,Medium,AD
P20674,Cytoskeleton,High,AD
P20700,Nucleus,High,AD
P20810,Cytoplasm,High,AD
P20916,Cytoskeleton,High,AD
P21266,Cytoskeleton,High,AD
P21281,Cytoskeleton,High,AD
P21283,Cytoskeleton,High,AD
P21291,Cytoskeleton,High,AD
P21333,Cytoskeleton,High,AD
P21359,Endoplasmic Reticulum,High,AD
P21397,Cytoskeleton,High,AD
P21399,Cytoskeleton,Medium,AD
P21695,Cytoskeleton,High,AD
P21796,Cytoskeleton,High,AD
P21912,Cytoskeleton,Medium,AD
P21926,Cytoskeleton,High,AD
P21964,Cytoskeleton,High,AD
P21980,Nucleus,High,AD
P22033,Mitochondria,Medium,AD
P22061,Cytoskeleton,High,AD
P22234,Cytoskeleton,High,AD
P22307,Endoplasmic Reticulum,High,AD
P22314,Cytoskeleton,High,AD
P22392,Cytoskeleton,High,AD
P22570,Cytoskeleton,Medium,AD
P22626,Cytoskeleton,High,AD
P22676,Cytoplasm,Medium,AD
P22694,Cytoskeleton,High,AD
P22695,Cytoskeleton,High,AD
P22748,Endoplasmic Reticulum,Medium,AD
P23142,Cytoplasm,High,AD
P23246,Cytoskeleton,High,AD
P23258,Mitochondria,Medium,AD
P23284,Cytoskeleton,High,AD
P23297,Cytoskeleton,High,AD
P23368,Cytoskeleton,High,AD
P23381,Cytoskeleton,High,AD
P23396,Cytoskeleton,High,AD
P23434,Cytoskeleton,Medium,AD
P23471,Cytoskeleton,High,AD
P23515,Cytoskeleton,High,AD
P23526,Cytoskeleton,High,AD
P23588,Cytoplasm,High,AD
P23634,Cytoskeleton,High,AD
P23743,Mitochondria,Medium,AD
P23763,Cytoskeleton,High,AD
P23786,Mitochondria,Medium,AD
P24043,Nucleus,High,AD
P24539,Cytoskeleton,High,AD
P24588,Mitochondria,Medium,AD
P24666,Cytoplasm,Medium,AD
P24752,Cytoskeleton,High,AD
P24821,Cytoskeleton,High,AD
P25098,Endoplasmic Reticulum,High,AD
P25325,Cytoplasm,High,AD
P25398,Cytoskeleton,High,AD
P25685,Endoplasmic Reticulum,High,AD
P25705,Cytoskeleton,High,AD
P25713,Cytoplasm,High,AD
P25786,Cytoskeleton,High,AD
P25787,Cytoskeleton,High,AD
P25788,Cytoplasm,High,AD
P25789,Cytoskeleton,High,AD
P26012,Endoplasmic Reticulum,High,AD
P26038,Cytoskeleton,High,AD
P26196,Endoplasmic Reticulum,Medium,AD
P26232,Cytoskeleton,High,AD
P26373,Cytoskeleton,High,AD
P26440,Cytoplasm,Medium,AD
P26599,Nucleus,High,AD
P26639,Cytoskeleton,Medium,AD
P26641,Cytoskeleton,High,AD
P27338,Cytoskeleton,High,AD
P27348,Cytoskeleton,High,AD
P27361,Cytoskeleton,High,AD
P27449,Plasma membrane,High,AD
P27544,Endoplasmic Reticulum,Medium,AD
P27635,Cytoskeleton,High,AD
P27701,Plasma membrane,Medium,AD
P27797,Cytoskeleton,High,AD
P27816,Cytoskeleton,High,AD
P27824,Cytoskeleton,High,AD
P27986,Endoplasmic Reticulum,Medium,AD
P28066,Cytoskeleton,High,AD
P28070,Cytoplasm,High,AD
P28072,Cytoplasm,Medium,AD
P28074,Cytoplasm,High,AD
P28161,Cytoskeleton,High,AD
P28288,Endoplasmic Reticulum,High,AD
P28482,Cytoskeleton,High,AD
P28676,Mitochondria,Medium,AD
P28838,Cytoskeleton,High,AD
P28907,Plasma membrane,Medium,AD
P29144,Cytoskeleton,High,AD
P29218,Cytoskeleton,High,AD
P29401,Cytoskeleton,High,AD
P29972,Cytoskeleton,Medium,AD
P30038,Cytoskeleton,High,AD
P30040,Plasma membrane,High,AD
P30041,Cytoskeleton,High,AD
P30043,Cytoskeleton,High,AD
P30044,Cytoskeleton,High,AD
P30046,Cytoskeleton,High,AD
P30048,Cytoskeleton,High,AD
P30049,Cytoskeleton,High,AD
P30050,Cytoskeleton,High,AD
P30084,Cytoskeleton,High,AD
P30085,Cytoskeleton,High,AD
P30086,Cytoskeleton,High,AD
P30101,Cytoskeleton,High,AD
P30153,Cytoskeleton,High,AD
P30405,Mitochondria,Medium,AD
P30419,Endoplasmic Reticulum,Medium,AD
P30520,Cytoplasm,Medium,AD
P30536,Mitochondria,Medium,AD
P30626,Cytoskeleton,High,AD
P30740,Cytoplasm,High,AD
P30837,Mitochondria,High,AD
P31040,Cytoskeleton,High,AD
P31146,Cytoskeleton,High,AD
P31150,Cytoskeleton,High,AD
P31153,Cytoplasm,High,AD
P31323,Cytoskeleton,High,AD
P31689,Cytoskeleton,Medium,AD
P31930,Cytoskeleton,High,AD
P31937,Cytoskeleton,High,AD
P31939,Cytoskeleton,High,AD
P31942,Nucleus,High,AD
P31946,Cytoskeleton,High,AD
P31947,Mitochondria,Medium,AD
P31948,Cytoskeleton,High,AD
P31949,Cytoplasm,High,AD
P32119,Cytoskeleton,High,AD
P32189,Mitochondria,Medium,AD
P32455,Cytoplasm,Medium,AD
P32969,Cytoskeleton,High,AD
P33176,Endoplasmic Reticulum,High,AD
P33316,Mitochondria,High,AD
P34897,Endoplasmic Reticulum,High,AD
P34913,Cytoplasm,High,AD
P34932,Cytoskeleton,High,AD
P34949,Cytoskeleton,High,AD
P35080,Cytoskeleton,High,AD
P35222,Cytoskeleton,High,AD
P35232,Cytoskeleton,High,AD
P35237,Cytoplasm,High,AD
P35241,Cytoskeleton,High,AD
P35268,Cytoskeleton,High,AD
P35270,Cytoplasm,Medium,AD
P35498,Mitochondria,High,AD
P35520,Cytoplasm,High,AD
P35573,Cytoskeleton,High,AD
P35579,Cytoskeleton,High,AD
P35580,Cytoskeleton,High,AD
P35606,Endoplasmic Reticulum,High,AD
P35609,Postsynapse,High,AD
P35611,Cytoskeleton,High,AD
P35612,Cytoskeleton,High,AD
P35613,Cytoskeleton,High,AD
P35749,Nucleus,High,AD
P35754,Cytoskeleton,Medium,AD
P35998,Presynapse,Medium,AD
P36222,Mitochondria,Medium,AD
P36507,Endoplasmic Reticulum,High,AD
P36542,Cytoskeleton,High,AD
P36543,Cytoskeleton,High,AD
P36578,Cytoskeleton,High,AD
P36776,Cytoskeleton,High,AD
P36871,Cytoskeleton,High,AD
P36915,Cytoskeleton,Medium,AD
P36957,Cytoskeleton,High,AD
P36959,Cytoplasm,High,AD
P36969,Plasma membrane,Medium,AD
P37802,Cytoplasm,High,AD
P37837,Cytoskeleton,High,AD
P37840,Cytoskeleton,High,AD
P38117,Cytoskeleton,High,AD
P38159,Nucleus,High,AD
P38405,Mitochondria,Medium,AD
P38606,Cytoskeleton,High,AD
P38646,Cytoskeleton,High,AD
P38919,Nucleus,Medium,AD
P39019,Cytoskeleton,High,AD
P39023,Cytoskeleton,High,AD
P39060,Nucleus,High,AD
P39210,Postsynapse,Medium,AD
P39656,Endoplasmic Reticulum,High,AD
P39687,Cytoskeleton,High,AD
P40123,Cytoskeleton,High,AD
P40227,Cytoskeleton,High,AD
P40429,Cytoskeleton,Medium,AD
P40616,Endoplasmic Reticulum,High,AD
P40763,Endoplasmic Reticulum,High,AD
P40855,Mitochondria,High,AD
P40925,Cytoskeleton,High,AD
P40926,Cytoskeleton,High,AD
P40939,Cytoskeleton,High,AD
P41208,Postsynapse,Medium,AD
P41222,Cytoskeleton,High,AD
P41250,Cytoskeleton,High,AD
P41567,Endoplasmic Reticulum,Medium,AD
P41586,Endoplasmic Reticulum,High,AD
P41732,Endoplasmic Reticulum,High,AD
P42025,Cytoskeleton,Medium,AD
P42126,Cytoplasm,High,AD
P42167,Nucleus,High,AD
P42262,Cytoskeleton,Medium,AD
P42263,Postsynapse,High,AD
P42330,Endoplasmic Reticulum,High,AD
P42345,Endoplasmic Reticulum,High,AD
P42356,Presynapse,Medium,AD
P42566,Endoplasmic Reticulum,Medium,AD
P42658,Cytoskeleton,Medium,AD
P42677,Plasma membrane,High,AD
P42704,Cytoskeleton,High,AD
P42765,Cytoskeleton,High,AD
P42766,Cytoskeleton,Medium,AD
P42785,Cytoplasm,Medium,AD
P43003,Cytoskeleton,High,AD
P43004,Cytoskeleton,High,AD
P43007,Cytoskeleton,Medium,AD
P43034,Cytoskeleton,High,AD
P43121,Plasma membrane,High,AD
P43155,Mitochondria,Medium,AD
P43243,Cytoskeleton,High,AD
P43304,Cytoskeleton,High,AD
P43307,Endoplasmic Reticulum,High,AD
P43490,Cytoskeleton,High,AD
P43686,Cytoskeleton,High,AD
P43897,Postsynapse,High,AD
P45381,Cytoskeleton,High,AD
P45880,Cytoskeleton,High,AD
P45974,Cytoskeleton,High,AD
P45985,Cytoskeleton,High,AD
P46060,Endoplasmic Reticulum,Medium,AD
P46109,Cytoskeleton,High,AD
P46379,Endoplasmic Reticulum,Medium,AD
P46439,Mitochondria,Medium,AD
P46459,Cytoskeleton,High,AD
P46776,Cytoskeleton,High,AD
P46777,Cytoskeleton,High,AD
P46779,Plasma membrane,High,AD
P46781,Cytoskeleton,High,AD
P46782,Cytoskeleton,High,AD
P46783,Cytoskeleton,High,AD
P46821,Cytoskeleton,High,AD
P46926,Cytoskeleton,High,AD
P46939,Endoplasmic Reticulum,High,AD
P46940,Cytoskeleton,Medium,AD
P46952,Cytoskeleton,High,AD
P46976,Cytoplasm,High,AD
P47897,Endoplasmic Reticulum,Medium,AD
P47914,Endoplasmic Reticulum,Medium,AD
P47985,Cytoskeleton,High,AD
P48047,Cytoskeleton,High,AD
P48066,Endoplasmic Reticulum,High,AD
P48147,Cytoskeleton,High,AD
P48163,Cytoskeleton,High,AD
P48426,Cytoskeleton,Medium,AD
P48444,Endoplasmic Reticulum,High,AD
P48506,Endoplasmic Reticulum,High,AD
P48539,Cytoplasm,High,AD
P48556,Endoplasmic Reticulum,High,AD
P48637,Cytoplasm,High,AD
P48643,Cytoskeleton,High,AD
P48723,Endoplasmic Reticulum,High,AD
P48735,Cytoskeleton,High,AD
P49189,Cytoskeleton,High,AD
P49207,Plasma membrane,High,AD
P49327,Cytoskeleton,High,AD
P49368,Cytoskeleton,High,AD
P49407,Cytoskeleton,High,AD
P49411,Cytoskeleton,High,AD
P49418,Cytoskeleton,High,AD
P49419,Cytoskeleton,High,AD
P49588,Cytoskeleton,High,AD
P49589,Cytoplasm,High,AD
P49591,Cytoskeleton,High,AD
P49593,Endoplasmic Reticulum,Medium,AD
P49720,Cytoplasm,Medium,AD
P49721,Cytoplasm,High,AD
P49755,Endoplasmic Reticulum,Medium,AD
P49773,Cytoskeleton,High,AD
P49821,Cytoskeleton,High,AD
P49902,Cytoplasm,High,AD
P49915,Cytoskeleton,High,AD
P50135,Cytoplasm,High,AD
P50148,Cytoskeleton,High,AD
P50213,Cytoskeleton,High,AD
P50336,Mitochondria,Medium,AD
P50395,Cytoskeleton,High,AD
P50416,Endoplasmic Reticulum,High,AD
P50440,Cytoplasm,Medium,AD
P50453,Cytoplasm,High,AD
P50454,Endoplasmic Reticulum,High,AD
P50502,Cytoskeleton,High,AD
P50570,Cytoskeleton,High,AD
P50579,Nucleus,High,AD
P50583,Nucleus,Medium,AD
P50897,Cytoskeleton,High,AD
P50914,Cytoskeleton,Medium,AD
P50990,Cytoskeleton,High,AD
P50991,Cytoskeleton,High,AD
P50993,Cytoskeleton,High,AD
P50995,Cytoskeleton,High,AD
P51114,Endoplasmic Reticulum,High,AD
P51148,Cytoskeleton,High,AD
P51149,Cytoskeleton,High,AD
P51178,Cytoskeleton,High,AD
P51398,Mitochondria,Medium,AD
P51513,Endoplasmic Reticulum,Medium,AD
P51553,Cytoskeleton,High,AD
P51570,Endoplasmic Reticulum,High,AD
P51608,Nucleus,High,AD
P51648,Endoplasmic Reticulum,High,AD
P51649,Cytoskeleton,High,AD
P51659,Cytoskeleton,High,AD
P51665,Endoplasmic Reticulum,Medium,AD
P51693,Cytoplasm,High,AD
P51784,Nucleus,Medium,AD
P51808,Cytoskeleton,Medium,AD
P51858,Cytoplasm,High,AD
P51970,Cytoskeleton,High,AD
P51991,Cytoskeleton,High,AD
P52209,Cytoskeleton,High,AD
P52306,Cytoskeleton,High,AD
P52429,Endoplasmic Reticulum,High,AD
P52565,Cytoskeleton,High,AD
P52597,Nucleus,High,AD
P52758,Cytoskeleton,Medium,AD
P52815,Mitochondria,Medium,AD
P52888,Cytoplasm,High,AD
P52943,Cytoskeleton,High,AD
P53004,Cytoskeleton,High,AD
P53007,Mitochondria,High,AD
P53041,Cytoplasm,High,AD
P53367,Mitochondria,Medium,AD
P53396,Cytoskeleton,High,AD
P53597,Cytoskeleton,Medium,AD
P53602,Endoplasmic Reticulum,High,AD
P53618,Endoplasmic Reticulum,High,AD
P53677,Cytoskeleton,Medium,AD
P53680,Plasma membrane,Medium,AD
P53779,Cytoskeleton,High,AD
P53990,Endoplasmic Reticulum,Medium,AD
P53992,Endoplasmic Reticulum,High,AD
P54289,Cytoskeleton,Medium,AD
P54577,Cytoskeleton,Medium,AD
P54578,Cytoskeleton,High,AD
P54619,Endoplasmic Reticulum,Medium,AD
P54652,Cytoskeleton,High,AD
P54687,Cytoplasm,High,AD
P54725,Cytoplasm,High,AD
P54727,Cytoplasm,High,AD
P54750,Plasma membrane,Medium,AD
P54819,Cytoplasm,High,AD
P54886,Nucleus,High,AD
P54920,Cytoskeleton,High,AD
P55010,Endoplasmic Reticulum,Medium,AD
P55011,Cytoskeleton,High,AD
P55036,Endoplasmic Reticulum,Medium,AD
P55060,Cytoskeleton,High,AD
P55072,Cytoskeleton,High,AD
P55084,Cytoskeleton,High,AD
P55087,Cytoskeleton,High,AD
P55160,Mitochondria,High,AD
P55209,Cytoskeleton,High,AD
P55263,Cytoplasm,High,AD
P55290,Plasma membrane,High,AD
P55327,Cytoskeleton,High,AD
P55769,Nucleus,Medium,AD
P55786,Cytoskeleton,High,AD
P55795,Cytoskeleton,High,AD
P55809,Cytoskeleton,High,AD
P55884,Presynapse,Medium,AD
P55957,Cytoplasm,High,AD
P56134,Cytoskeleton,High,AD
P56192,Presynapse,Medium,AD
P56378,Postsynapse,Medium,AD
P56385,Cytoskeleton,High,AD
P56537,Cytoplasm,High,AD
P56556,Postsynapse,Medium,AD
P57087,Cytoplasm,Medium,AD
P57088,Endoplasmic Reticulum,Medium,AD
P57737,Endoplasmic Reticulum,High,AD
P58546,Cytoskeleton,High,AD
P58549,Plasma membrane,Medium,AD
P59768,Cytoskeleton,High,AD
P60033,Cytoskeleton,High,AD
P60174,Cytoskeleton,High,AD
P60201,Cytoskeleton,High,AD
P60228,Endoplasmic Reticulum,High,AD
P60520,Cytoplasm,Medium,AD
P60660,Cytoskeleton,High,AD
P60709,Cytoskeleton,High,AD
P60842,Endoplasmic Reticulum,High,AD
P60866,Cytoskeleton,Medium,AD
P60880,Cytoskeleton,High,AD
P60891,Cytoskeleton,High,AD
P60900,Cytoskeleton,High,AD
P60953,Cytoskeleton,High,AD
P60981,Cytoskeleton,High,AD
P60983,Cytoskeleton,High,AD
P61006,Endoplasmic Reticulum,Medium,AD
P61011,Endoplasmic Reticulum,High,AD
P61018,Cytoplasm,Medium,AD
P61019,Cytoskeleton,High,AD
P61020,Cytoskeleton,Medium,AD
P61026,Plasma membrane,Medium,AD
P61077,Cytoskeleton,High,AD
P61081,Cytoplasm,High,AD
P61086,Cytoplasm,High,AD
P61088,Cytoskeleton,High,AD
P61106,Cytoskeleton,High,AD
P61163,Cytoskeleton,High,AD
P61201,Cytoskeleton,High,AD
P61204,Cytoplasm,Medium,AD
P61221,Endoplasmic Reticulum,High,AD
P61224,Presynapse,High,AD
P61247,Cytoskeleton,High,AD
P61254,Cytoskeleton,High,AD
P61266,Cytoskeleton,High,AD
P61313,Presynapse,Medium,AD
P61328,Cytoplasm,High,AD
P61353,Cytoskeleton,High,AD
P61421,Cytoskeleton,High,AD
P61586,Cytoskeleton,High,AD
P61601,Cytoskeleton,Medium,AD
P61604,Cytoskeleton,High,AD
P61619,Endoplasmic Reticulum,Medium,AD
P61758,Cytoskeleton,Medium,AD
P61764,Cytoskeleton,High,AD
P61916,Cytoplasm,High,AD
P61923,Endoplasmic Reticulum,Medium,AD
P61925,Cytoplasm,High,AD
P61960,Cytoplasm,Medium,AD
P61970,Cytoskeleton,High,AD
P61978,Cytoskeleton,High,AD
P61981,Cytoskeleton,High,AD
P62068,Mitochondria,Medium,AD
P62081,Cytoskeleton,High,AD
P62140,Cytoskeleton,High,AD
P62191,Endoplasmic Reticulum,High,AD
P62195,Cytoskeleton,Medium,AD
P62241,Cytoskeleton,High,AD
P62244,Cytoskeleton,High,AD
P62249,Cytoskeleton,High,AD
P62258,Cytoskeleton,High,AD
P62263,Cytoskeleton,High,AD
P62269,Cytoskeleton,High,AD
P62273,Plasma membrane,Medium,AD
P62277,Cytoskeleton,High,AD
P62280,Cytoskeleton,High,AD
P62310,Cytoplasm,High,AD
P62314,Plasma membrane,Medium,AD
P62318,Plasma membrane,Medium,AD
P62328,Cytoskeleton,High,AD
P62330,Postsynapse,High,AD
P62333,Cytoskeleton,Medium,AD
P62424,Cytoskeleton,High,AD
P62701,Cytoskeleton,High,AD
P62745,Cytoskeleton,Medium,AD
P62750,Cytoskeleton,Medium,AD
P62753,Cytoskeleton,High,AD
P62760,Cytoskeleton,High,AD
P62820,Cytoskeleton,High,AD
P62826,Cytoskeleton,High,AD
P62829,Cytoskeleton,High,AD
P62834,Cytoskeleton,High,AD
P62841,Cytoskeleton,Medium,AD
P62847,Cytoskeleton,High,AD
P62851,Cytoskeleton,High,AD
P62857,Cytoskeleton,High,AD
P62861,Plasma membrane,High,AD
P62873,Cytoskeleton,High,AD
P62879,Cytoskeleton,High,AD
P62888,Cytoskeleton,High,AD
P62899,Cytoskeleton,Medium,AD
P62906,Cytoskeleton,High,AD
P62910,Plasma membrane,High,AD
P62913,Cytoskeleton,High,AD
P62917,Cytoskeleton,High,AD
P62937,Cytoskeleton,High,AD
P62942,Cytoskeleton,High,AD
P62979,Cytoskeleton,High,AD
P62993,Cytoskeleton,Medium,AD
P62995,Nucleus,High,AD
P63000,Cytoskeleton,High,AD
P63010,Cytoskeleton,High,AD
P63027,Cytoskeleton,High,AD
P63096,Cytoskeleton,High,AD
P63098,Cytoskeleton,High,AD
P63104,Cytoskeleton,High,AD
P63151,Cytoskeleton,High,AD
P63162,Plasma membrane,High,AD
P63167,Cytoskeleton,Medium,AD
P63172,Endoplasmic Reticulum,High,AD
P63173,Plasma membrane,High,AD
P63208,Cytoskeleton,High,AD
P63215,Plasma membrane,High,AD
P63218,Endoplasmic Reticulum,Medium,AD
P63241,Cytoskeleton,High,AD
P63244,Cytoskeleton,High,AD
P63313,Cytoskeleton,High,AD
P67775,Cytoskeleton,High,AD
P67870,Cytoskeleton,High,AD
P68032,Cytoskeleton,High,AD
P68036,Cytoskeleton,High,AD
